#page	num	CH	OJ	OC	LH	EMC	LMC	GO	KN	NOM	SV	SK	LH
476	1029	聰	two	*tshôŋ	tshoŋ	tshuŋ		su	sou	thông	thông	chwong	tshoŋ
477	1030	利	two	*rih	lih	lih		ri	ri	lì, lợi, lòi	lị, lợi	li	lih
477	1031	門	two	*mə̂n	mən	mwən		momu	bon	môn, mon	môn	mwun	mən
477	1032	鋭	two	*lots	juas	jiwäih		ei	ei	nhọn	nhuệ, duệ	yey	juas
477	1033	砥	two	*tiʔ	tśiʔ	tśiʔ		si	si	đe	chỉ	ci	tśiʔ
477	1034	速	two	sôk	sok	suk		soku	soku	tốc	tốc	swok	sok
478	1035	疾	two	*dzit	dzit	dzjet		ziti	situ	tật	tật	cil	dzit
478	1036	U	two	*rats	lias	ljäih		re	rei	---	lệ	lye	lias
479	1037	于	u	*wa	wɑ	wuă		u	u	vu, vo	vu	wu	wɑ
479	1038	有	u	*wəʔ	*wuʔ	wuw		u	iu	hữu, hỡi	hữu	yu	*wuʔ
480	1039	宇	u	*waʔ	wɑʔ	wua		u	u	vũ, võ	vũ	wu	wɑʔ
481	1040	汚	u	*ʔwâ	ʔua	ʔᴐ	ʔuə	u	wo	ô, ố	ô, ố	wo	ʔua
482	1041	羽	u	*waʔ	*waʔ	wua		u	u	vũ, võ	vũ	wu	*waʔ
482	1042	烏	u	*ʔâ	ʔa > ʔɔ	ʔɔ	ʔuə	u		ô, o	ô	wo	ʔa > ʔɔ
482	1043	紆	u	*ʔwa	*ʔyɑ	ʔua		u	u	vò, vu	vu	wu	*ʔyɑ
483	1044	兎	u	*tha(k)s	t	t	t	tu	to	thỏ, thố	thỏ	tho, two	t
483	1045	鵜	u	*tî	dei	dɛj		dai	tei	dẽ, đề	dẽ	tyey	dei
484	1046	菟	u	*lâ	tha > thɔ	thɔ		tu	to	thỏ, đồ, thố	thố, thỏ	two, thwo	tha > thɔ
484	1047	卯	u	*mrûʔ	mɔuʔ	maɨw > mɛ:w		meu	bau	mão, mẫu, méo	mão	mywo	mɔuʔ
484	1048	得	u	*tə̂k	tək	tək		toku	toku	đắc, đác	đắc	tuk	tək
485	1049	鸕	u	*ra	lɑ	lɔ		ru	ro	---	lư	lwo	lɑ
485	1050	雲	una, uru, u	*wən	*wun	wun		umu	un	vân	vân	wun	*wun
485	1051	W	utu	*ʔut	ʔut	ʔut	ʔyt	uti	utu	uất	uất	wul	ʔut
486	1052	倭	wa	*ʔoi	ʔyai	ʔjwe		wa	wa	oa, oải	oa	wa, wi	ʔyai
486	1053	獲	wak	*wâk	ɣuak	ɣwɛk		kuwiyaku	kuwaku	hoạch	hoạch	wak, woyk	ɣuak
488	1054	委	wa	*ʔoi or *ʔoih	ʔyai, ʔyaih	ʔjwe, ʔjweh		wi	wi	uỷ, uể	uỷ	wuy	ʔyai, ʔyaih
488	1055	和	wa	*wâi	ɣuai	ɣwâ		wa	kuwa	hoà, hoạ, huề	hoà, hoạ	hwa	ɣuai
489	1056	涴	wa	*ʔon	ʔuan	ʔwân	ʔuan	wa, won	kuwa, wen	---	---	wa, wan, wen	ʔuan
490	1057	王	wa	*waŋ	waŋ	jwaŋ		wau	wau	vương	vương, vượng	wang	waŋ
490	1058	丸	wa, wani	*wân	ɣuan	ɣwân		guwan	kuwan	hoàn, hòn	hoàn	hwan	ɣuan
490	1059	輪	wa	*run	luin	ljwen		rimu	rin	luân, luôn	luân	lyun	luin
491	1060	曲	wa	*khok	khuok	khjwok		koku	kioku	khúc	khúc	kwok	khuok
491	1061	曰	wata, wati	*wat	wat	jwɐt		wati	wetu	viết	viết	wal, wil	wat
491	1062	穢	we	*ʔwats	ʔyas	ʔjwɐih		we	wai	uế	uế	yey	ʔyas
491	1063	衞	we	*wes	was > wah	jwäih		we	wei	vệ, về	vệ	wuy	was > wah
492	1064	惠	we	*wîs	ɣues > ɣueh	ɣiweih		we	kuwei	huệ	huệ	hyey	ɣues > ɣueh
493	1065	佪	we	*ŵi	ɣuəi	ɣwậi		we	kuwai	---	hồi	hwoy	ɣuəi
493	1066	廻	we	*wə̂i	ɣuəi	ɣwậi		we	kuwai	hùi	hồi	hwoy	ɣuəi
493	1067	慧	we	*wîs	ɣues > ɣueh	ɣiweih		we	kuwei	---	tuệ	hyey	ɣues > ɣueh
494	1068	隈	we	*ʔûi	ʔuəi	ʔwậi		we	wai	ôi	ôi	woy	ʔuəi
494	1069	坐	we	*dzôiʔ	dzuaiʔ	dzwâʔ		za	sa	toạ	toạ	cwa	dzuaiʔ
494	1070	畫	we	*wrêkh or *wêk	ɣuɛh, ɣuɛk	ɣwaɨh, ɣwɛk		we	kuwai	hoạ, hoạch, vệch	hoạ	hway	ɣuɛh, ɣuɛk
495	1071	座	we	*dzôih	dzuɑih	dzwa		za	sa	toà	toà	cwa	dzuɑih
495	1072	咲	we	*siauh or *sauh	tshiauh, siauh	sjäuh		seu	seu	tiếu	tiếu	sywo	tshiauh, siauh
495	1073	爲	wi	*wai	wai	jwe		wi	wi	ví, vì, vị, vơ, vờ	vi, vị	wuy	wai
496	1074	位	wi	*wus or *wrəts	wɨs > wih	jwih		wi	wi	vị, vì	vị	wuy	wɨs > wih
496	1075	韋	wi	*wəi	wui	jwei		wi	wi	---	vi	wuy	wui
497	1076	威	wi	*ʔui	ʔui	ʔjwei		wi	wi	uy, oai	uy	wuy	ʔui
497	1077	謂	wi	*wəs	wus > wuh	jweih	yj	wi	wi	---	vị	wuy	wus > wuh
498	1078	委	wi	*ʔoi or *ʔoih	ʔyai, ʔyaih	ʔjwe		wi	wi	uỷ, uể	uỷ	wuy	ʔyai, ʔyaih
498	1079	偉	wi	*wəiʔ	wiuʔ	jweiʔ		wi	wi	vĩ	vĩ	wuy	wiuʔ
498	1080	萎	wi	*ʔoi	ʔyai	ʔjwe		wi	wi	---	uy, uý	wuy	ʔyai
498	1081	井	wi	*tseŋʔ	tsieŋʔ	tsjäŋʔ		siau	sei	tỉnh, tểnh	tỉnh	cyeng	tsieŋʔ
499	1082	猪	wi	*tra	tra	trjwo		tio	tio	trơ, chưa	trư, chư	cye	tra
499	1083	居	wi	*ka	kɨɑ(h)	kjwo		ko	kio	cư	cư	ke, kuy	kɨɑ(h)
500	1084	藺	wi	---	linh	ljenh		rin	rin	---	lận	lin	linh
500	1085	員	wina	*wən or *wen	wun, wan	jwən, jwän		win, wen	win	viên	viên	wen, wun	wun, wan
500	1086	呼	wo	*hâ or *hâh	ha, hah	xuo, xuoh		ko	ko	hô, ho, hò	hô	hwo	ha, hah
501	1087	烏	wo	*ʔâ	ʔa > ʔɔ	ʔɔ		u	wo	ô, o	ô	wo	ʔa > ʔɔ
501	1088	塢	wo	*ʔâ	ʔɑ	ʔɔ		u	wo	ổ, ọ	ổ	wo	ʔɑ
502	1089	曰	wo	*wat	wat	jwɐt		wati	wetu	viết	viết	wal, wel	wat
502	1090	乎	wo	*ɦâ	ɦa > ɣɔ	ɣuo		wo, go	ko	hồ	hồ	hwo	ɦa > ɣɔ
503	1091	雄	wo	*wəŋ	wuŋ	juŋ		wou	yuu	hùng	hùng	ung	wuŋ
503	1092	袁	wo	*wan	wan	jwɐn		won	wen	---	viên	wen	wan
504	1093	遠	wo, woni	*wanʔ	wanʔ	jwɐnʔ		womu	wen	viễn, viện	viễn, viện	wen	wanʔ
505	1094	怨	wo	*ʔons	ʔyanh	ʔjwɐn		womu	wen	oán	oan, oán	wen	ʔyanh
505	1095	爲	wo	*wai	wai	jwe		wi	wi	ví, vì, vị, vơ, vờ	vi, vị	wuy	wai
506	1096	弘	wo	*ɡwə̂ŋ	ɣuəŋ	ɣwəŋ	xɦuəŋ	gu		---	hoằng	hwoyng	ɣuəŋ
506	1097	雍	wo	*ʔoŋ	ʔuoŋ	ʔjwoŋ		wou	you	úng, ủun	ung	wong	ʔuoŋ
506	1098	越	wo, woti, woto	*wat	wat	jwɐt		woti	wetu	việt, vượt	việt	wel, hwal	wat
507	1099	嗚	wo	*ʔâ	ʔa	ʔuo	ʔuə	u		ô	ô	wo	ʔa
508	1100	汚	wo	*ʔwâ	ʔua	ʔɔ	ʔuə	u		ô, ố	ô, ố	wo	ʔua
508	1101	惋	wo	*ʔônʔ	ʔuanʔ	ʔwânʔ	ʔyan	won	wan	---	uyển	wan	ʔuanʔ
508	1102	小	wo	*siauʔ	siauʔ	sjäuʔ		seu	seu	tiểu, tĩu	tiểu	swo	siauʔ
509	1103	尾	wo	*məiʔ	muiʔ	mjweiʔ		mi		vĩ, vã, vải	vĩ	mi	muiʔ
509	1104	少	wo	*hjau or *hjauh	śauʔ, śauh	śjäuʔ, śjäuh		seu	seu	thiếu, thỉu, thểu	thiểu, thiếu	swo	śauʔ, śauh
509	1105	麻	wo	*mrâi	mai > ma	ma		ma	ma	ma	ma	ma	mai > ma
510	1106	男	wo	*nə̂m	nəm	nậm		namu	damu	nam	nam	nam	nəm
510	1107	雄	wo	*wəŋ	wuŋ	juŋ		wou	yuu	hùng	hùng	wung	wuŋ
510	1108	緒	wo	*s-laʔ	ziaʔ	zjwoʔ		zio	sio	---	tự	sye	ziaʔ
511	1109	綬	wo	*duh	dźuh	dźjəuh		ziu	siu	---	thụ	sywu	dźuh
511	1110	峽	wo	*ɡrêp	ɡɛp	ɣiep		gefu	kafu	giáp	hiệp	hyep	ɡɛp
511	1111	Y	wo	*kiûh	keuh	kieuh		keu	keu	khiếu, kêu	khiếu	kywo	keuh
512	1112	邪	ya	*la or *ja	ja	jia		zia	sia	tà	tà	ya	ja
512	1113	益	ya, yaku	*ʔek	ʔiek	ʔjiäk		yaku	eki	ích, ịch	ích	ik	ʔiek
512	1114	移	ya	*lai	jai > je	jie		i	i	di, day, dời, giay, rơi	di, ri, gi	i	jai > je
514	1115	耶	ya	*la or *ja	ja	jia		ya	ya	---	da, ra	ya	ja
515	1116	夜	ya	*jah	jah	jiah		ya	ya	dạ	dạ, rạ	ya, iok	jah
516	1117	也	ya	*laʔ	jaʔ	jiaʔ		ya	ya	rã, rả, giã	rã	ya	jaʔ
516	1118	楊	ya	*laŋ	jaŋ	jiaŋ		yau	yau	dàng, thang	dương	yang	jaŋ
517	1119	陽	ya	*laŋ	jaŋ	jiaŋ		yau	yau	dương	dương, cang, giang	yang	jaŋ
517	1120	揚	ya	*laŋ	jaŋ	jiaŋ		yau	yau	đàng, đang	dương	yang	jaŋ
517	1121	野	ya	*laʔ	jaʔ	jiaʔ		ya	ya	dã	dã, rạ	ya	jaʔ
518	1122	椰	ya	---	---	jia		ya	ya	da, dà, dừa	da	ya	---
518	1123	揶	ya	---	---	jia		ya	ya	---	da	ya	---
519	1124	瑘	ya	---	---	jia		ya	ya	---	da	ya	---
519	1125	掖	ya	*jak	jak	jiäk		yaku	eki	dịch	rịch	oik	jak
519	1126	養	ya	*jaŋʔ	jaŋʔ	jiaŋʔ	jiaŋ	yau	yau	dưỡng	dưỡng, dượng	yang	jaŋʔ
519	1127	屋	ya	*ʔôk	ʔok	ʔuk		woku	woku	ọc	ốc	wok	ʔok
520	1128	八	ya	*prêt	pɛt	păt		fati	fatu	bát	bát	phal	pɛt
520	1129	矢	ya	*lhiʔ	śiʔ	śiʔ		si	si	thỉ, thẻ	thỉ	ci	śiʔ
521	1130	箭	ya	*tsens	tsianh	tsjänh		semu	sen	tên, tiễn	tiến, tiễn	cyen	tsianh
521	1131	鹽	yamu	*jam	jam	jiäm		yemu	yemu	diêm	diêm, riêm	yem	jam
521	1132	延	ye	*lan	jan	jiän		yemu	yen	dan	diên, ruyên	yen	jan
522	1133	移	ye	*lai	jai > je	jie		i	i	di, day, giay, rơi	di, ri, gi	i	jai > je
522	1134	叡	ye	*los or *lots	juas	jiwäih		ye	yei	---	duệ	ye	juas
523	1135	曳	ye	*lats	jas	jiäih		yei	yei	dại, dái, dài	dệ, duệ	ye	jas
523	1136	遥	ye	*jau	jau	jiäu		yeu	yeu	rao	dao, rao, giao	ywo	jau
524	1137	要	ye	*ʔiauh	ʔiauh	ʔjiäu		yeu	yeu	yêu, yếu, eo, éo	yêu, yếu	ywo	ʔiauh
524	1138	穎	ye	*weŋʔ	weŋʔ	jiwäŋʔ		yau	yei	giảnh, nhảnh	dĩnh	yeng	weŋʔ
525	1139	兄	ye	*hwaŋ	hyaŋ	xwiajŋ		kiyau	kuwei	huênh, huyênh	huynh	hyeng	hyaŋ
525	1140	江	ye	*krôŋ	kɔŋ	kåŋ		kau	kau	giang, nhăng	giang	kang	kɔŋ
526	1141	枝	ye	*ke	kie	tśje		si	si	chi	chi	ci	kie
526	1142	吉	ye	*kit	kit	kjit		kiti	kitu	kiết, cát	cát	kil	kit
527	1143	炎	yemu	*lam	jam	jiäm		yemu	yemu	viêm	viêm	yem	jam
527	1144	與	yo	*la	ja	jiwo		yo	yo	dữ	dữ, giữ	ye	ja
528	1145	餘	yo	*la	ja	jiwo		yo	yo	dư, rư	dư	ye	ja
529	1146	余	yo	*la	ja	jiwo		yo	yo	dư, rư	dư	ye	ja
529	1147	已	yo	*ləʔ	jəʔ > jɨʔ	jiɨ		i	i	dĩ	dĩ	i	jəʔ > jɨʔ
530	1148	豫	yo	*lah	jah	jiwoh		yo	yo	dự	dư, dự, dụ, rư, rữ	ye	jah
530	1149	預	yo	*laʔ	jaʔ	jiwoʔ		yo	yo	dự, dựa	dự	ye	jaʔ
531	1150	予	yo	*lah	jah	jiwoh		yo	yo	dự	dư, dự, dụ, rư, rữ	ye	jah
531	1151	譽	yo	*la	ja	jiwo		yo	yo	dợ	dư, dự, du, rư	ye	ja
531	1152	世	yo	*lhats	śas			se	sei	thá, thế, thé	thế	syey	śas
531	1153	吉	yo	*kit	kit	kjit		kiti	kitu	kiết, cát	cát	kil	kit
532	1154	四	yo	*sis	sis > sih	sih		si	si	tứ	tứ	so	sis > sih
532	1155	代	yo	*̂kh	dəh	dậih		dai	tai	đời	đại	doy	dəh
532	1156	呼	yo	*hâ or *hâh	ha, hah	xuo, xuoh		ko	ko	ho, hò, hô	hô	hwo	ha, hah
533	1157	齒	yo	*k-hjəʔ	tśhəʔ	tśhɨʔ		si	si	xỉ, xỉa	xỉ	chi	tśhəʔ
533	1158	由	yu	*ju	ju	jiəu		yu	yuu	dô, do, ro	du, do, ro	ywu	ju
534	1159	喩	yu	*loh	joh	jiuh		yu	yu	dụ, giộ, nhủ	dụ, dũ, giụ	ywu	joh
535	1160	遊	yu	*ju	ju	jiəu		yu	yuu	du	du	ywu	ju
535	1161	油	yu	*ju	ju	jiəu		yu	yuu	dẫu, dầu, rầu	du, ru	ywu	ju
535	1162	瑜	yu	*lo	jo	jiu		yu	yu	du	du	ywu	jo
536	1163	踰	yu	*lo	jo	jiu		yu	yu	---	du	ywu	jo
536	1164	愈	yu	*loʔ	joʔ	jiuʔ		yu	yu	rũ	dũ, rũ	ywu	joʔ
536	1165	臾	yu	*jo	jo	jiu		yu	yu	dua	du	ywu, ywong, kwe	jo
536	1166	庾	yu	*joʔ	joʔ	jiuʔ		yu	yu	---	dũ, rũ	ywu	joʔ
537	1167	弓	yu	*kwəŋ	kuŋ	kjuŋ		kuu	kiu	cung	cung	kwung	kuŋ
537	1168	湯	yu	*lhâŋ	thaŋ	thâŋ		tau	tau	thang	thang, tháng	thang, syang	thaŋ
538	1169	用	ywo	*loŋh	joŋh	jiwoŋh		yuu	you	, dùng, rụng	dụng	ywong	joŋh
539	1170	欲	ywo	*lok	jok	jiwok		yoku	yoku	dục	dục, rục	ywok	jok
539	1171	容	ywo	*loŋ	joŋ	jiwoŋ		yuu	you	dung, rong, rung	dung, dong	ywong	joŋ
540	1172	庸	ywo	*loŋ	joŋ	jiwoŋ		yuu	you	dong, dung	dong	ywong	joŋ
540	1173		ywo	*loŋh	joŋh	jiwoŋh	jywŋ	yuu	you	dọng, dùng, rùng	---	---	joŋh
540	1174	Z	ywo	*jah	jah	jiah		ya	ya	dạ	dạ, rạ	ya, oik	jah
541	1175	射	za	*m-lak or *m-lakh	źak, źah	ʑiajk or ʑia		zia	sia	xạ	xạ	syek, sya	źak, źah
542	1176	邪	za	*la or *ja	zia	zia		zia	sia	tà	tà	sya, ya	zia
543	1177	奢	za	*lha	śa	ɕia		sia	sia	xa	xa	sya	śa
543	1178	蔵	za	*dzâŋ	dzɑŋ	dzaŋ		zau	sau	tàng	tàng	cang	dzɑŋ
544	1179	社	za	*daʔ	dźaʔ	dʑia		zia	sia	xã	xã	sya	dźaʔ
544	1180	謝	za	*s-lakh	ziah	zia		zia	sia	tạ	tạ	sya	ziah
545	1181	座	za	*dzôiʔ	dzuɑiʔ	dzwa		za	sa	toà	toà	cwa	dzuɑiʔ
545	1182	奘	za	*dzaŋh	dẓɑŋh	tʂɨaŋ	tʂa:ŋ	zau	sau	---	tảng	cang	dẓɑŋh
545	1183	裝	za	*dzaŋh	dẓɑŋh	tʂɨaŋ	tʂa:ŋ	siau	sau	trang	trang	cang	dẓɑŋh
546	1184	蹔	zami	---	---	dzam		zamu	samu	---	tạm	cam	---
546	1185	是	ze	*deʔ	dźeʔ	źjeʔ		ze	se	thị	thị	si	dźeʔ
546	1186	筮	ze	*dats	dźas	źjäih	ʂɦiaj	ze	sei	vầu	phệ	sye	dźas
547	1187	噬	ze	*dats	dźas	źjäih	ʂɦiaj	ze	sei	phệ, phè, thĩ	thệ	sye	dźas
547	1188	自	zi	*dzih	dzih	dzi		zi	si	tự, từ	tự	co	dzih
548	1189	士	zi	*dzrəʔ	dẓəʔ	dʑɨ		zi	si	sĩ, SV: sĩ		so	dẓəʔ
548	1190	盡	zi	*dzinʔ	dzinʔ or dzinh	dzin		zimu	sin	tận, hết	tận	cin	dzinʔ or dzinh
549	1191	茲	zi	*tsə	tsiə	tsɨ		si	si	---	ti, tư	co	tsiə
549	1192	慈	zi	*dzə	dziə	dzɨ		si	si	từ	từ	co	dziə
549	1193	時	zi	*də or *dəʔ	dźə	dzɨ		zi	si	thì, thìa, thời	thì, thời	si	dźə
549	1194	仕	zi	*dzrəʔ	dẓəʔ	dzɨ		zi	si	sĩ	sĩ	so	dẓəʔ
550	1195	寺	zi	*s-ləh	ziəh	zɨ	sɦʑ	zi	si	chùa	tự	so, si	ziəh
550	1196	珥	zi	*nəh	ńəh	ɲɨ	riˋ	ni	zi	nhẹ	nhị	i	ńəh
550	1197	茸	zi	*noŋ	ńoŋ	ɲuawŋ	rywŋ	niou	ziou	nhung	nhung	ywong	ńoŋ
550	1198	餌	zi	*nəh	ńəh	ɲɨ	riˋ	ni	zi	---	nhĩ, nhị	i	ńəh
551	1199	耳	zi	*nəʔ	ńəʔ	ɲɨ	riˋ	ni	zi	nhải, nhãi, nhĩ	nhĩ	i	ńəʔ
551	1200	貳	zi	*nis or *nih	ńis or ńih	ɲi	riˋ	ni	zi	nhẹ, nhì, SV: nhị		i	ńis or ńih
551	1201	兒	zi	*nje	ńe	ɲiə	ri	ni, gei	zi	nhi	nhi	yey, o	ńe
552	1202	爾	zi	*neʔ	ńeʔ	ɲiə	riˊ	ni	zi	nhải, nhãi	nhĩ	i	ńeʔ
552	1203	下	zi	*ɡrâʔ	ɡaʔ	ɣaɨ > ɣɛ: SV: há, hạ		ge	ka	hạ		ha	ɡaʔ
552	1204	深	zimi	*nhəm	tśim or śim	ɕim		simu	simu	thẳm, thằm	thâm	sim	tśim or śim
553	1205	甚	zimi	*dəmʔ or *dəms	dźimʔ or dźimh	dʑim		zimu	simu	thậm	thầm	sim	dźimʔ or dźimh
553	1206	敍	zo	*s-laʔ	ziɑʔ	zjwoʔ		zio	sio	tự	tự	sye	ziɑʔ
553	1207	存	zo	*dzə	dzən	dzwən		zomu	son	tồn	tồn	cwon	dzən
554	1208	賊	zo	*dzə̂k	dzək	dzek	tsɦəăk	zoku	soku	tặc	tặc	cuk, cek	dzək
554	1209	序	zo	*s-laʔ	ziɑʔ	zjwoʔ	sɦiə	zio	sio	tựa	tự	sye	ziɑʔ
555	1210	鋤	zo	*dzra	dẓɑ	dẓjwo	tʂɦuə	zio	sio	sừ, xừ	sừ	cwo	dẓɑ
555	1211	鐏	zo	*dzûns	dzuənh	dzwənh	tsɦun	zon	son	---	tốn	cwun	dzuənh
555	1212	茹	zo	*naʔ or *nah	ńɑʔ or ńɑh	ńźjwo	riə	nio	zio	nhự, , nhà, nhựa	như, nhự, nhữ	ye	ńɑʔ or ńɑh
555	1213	受	zu	*duʔ	dźuʔ	źjəu		ziu	siu	thụ	thọ, thụ	sywu	dźuʔ
556	1214	授	zu	*duh	dźuh	źjəuh		ziu	siu	thụ, thò	thọ, thụ	sywu	dźuh
556	1215	殊	zu	*do	dźo	źju		ziu	siu	thùa	thù	sywu	dźo
557	1216	聚	zu	*dzoʔ, *dzoh	dzioʔ, dzioh	dzjuʔ, dzjuh		ziu	siu	tụ	tụ	chywu	dzioʔ, dzioh
557	1217	儒	zu	*no	ńo	ńźju	ryə	niu	ziu	nho, nhô, nhua	nho, nhu	ywu	ńo
557	1218	孺	zu	*noh	ńoh	ńźjuh	ryə	niu	ziu	nhú, nhọ	nhụ	ywu	ńoh
